"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4077457";"";"0";"309.28";"0";"1.64";"QD 331";"COC(=O)c1ccc(NC2=CC(=O)c3ncncc3C2=O)cc1";"IC50";"'='";"2200.0";"nM";"5.66";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4059085";"Cytotoxicity against human MIAPaCa2 cells assessed as decrease in cell proliferation after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4052826";"1";"Scientific Literature";"J Med Chem";"2018";"CHEMBL3308500";""
"CHEMBL4100075";"";"0";"376.50";"0";"4.58";"5b";"Cc1nc(C)c(/C=C2\CC(C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)nc1C";"IC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4034790";"Antiproliferative activity against human MIAPaCa2 cells after 48 hrs by propidium iodide staining based fluorescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4033650";"1";"Scientific Literature";"Eur J Med Chem";"2017";"CHEMBL3308500";""
"CHEMBL212566";"";"0";"529.60";"2";"5.32";"9e";"O=C1Cc2cc(N[C@H](COc3cncc(-c4ccc5c(c4)CC(=O)N5)c3)Cc3c[nH]c4ccccc34)ccc2N1";"IC50";"'='";"1710.0";"nM";"5.77";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL867324";"Cytotoxicity against MiaPaCa2 cells by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1138086";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"CHEMBL3308500";""
"CHEMBL204324";"";"0";"366.40";"0";"2.61";"8a";"O=C(NC(=O)c1ccccc1)Nc1ccc([S+]([O-])c2ncccn2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL860884";"Cytotoxicity against human Miapaca2 cell line by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1146091";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3308500";""
"CHEMBL229969";"";"0";"202.19";"0";"0.15";"9";"CC(O)(CF)Cc1cc(O)nc(O)n1";"IC50";"'>'";"200000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL889414";"Growth inhibition of MiaPaCa2 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1145384";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3308500";""
"CHEMBL1087022";"";"0";"210.24";"0";"3.47";"5l";"C=Cc1nc(-c2c[nH]c3ccccc23)co1";"IC50";"'='";"37600.0";"nM";"4.42";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1107816";"Cytotoxicity against human MIAPaCa2 cells after 48 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1154877";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"CHEMBL3308500";""
"CHEMBL233524";"";"0";"263.30";"0";"1.97";"9";"c1ccc(-c2nc3cc(C4=NCCN4)ccc3[nH]2)nc1";"IC50";"'='";"16000.0";"nM";"4.80";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL894787";"Growth inhibition of human MiaPaCa2 cells by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1148692";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"CHEMBL3308500";""
"CHEMBL1254152";"";"0";"399.32";"1";"5.18";"5k";"CN(C)c1ccc(-c2nnc(-c3c[nH]c4ccc(Br)cc34)s2)cc1";"IC50";"'='";"130500.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1250833";"Cytotoxicity against human MIAPaCa2 cells after 48 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1250487";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"CHEMBL3308500";""
"CHEMBL4228393";"";"0";"558.42";"2";"0.98";"28";"CCOC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@H](n2c(N=[N+]=[N-])c(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O)Oc1ccccc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4220264";"Cytotoxicity against human MIAPaCa2 cells after 72 hrs by MTS assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4219052";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"CHEMBL3308500";""
"CHEMBL394405";"";"0";"252.28";"0";"1.30";"3";"c1ncc(-c2nc3cc(C4=NCCN4)ccc3[nH]2)[nH]1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL894787";"Growth inhibition of human MiaPaCa2 cells by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1148692";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"CHEMBL3308500";""
"CHEMBL4077704";"";"0";"372.49";"1";"5.27";"14i";"COc1ccc(C(=O)c2c(C#Cc3ccccc3)sc3c2CCCC3)cc1";"IC50";"'='";"35250.0";"nM";"4.45";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3994724";"Antiproliferative activity against human MIAPaCa2 cells after 48 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL3994563";"1";"Scientific Literature";"MedChemComm";"2016";"CHEMBL3308500";""
"CHEMBL4280211";"";"0";"490.58";"1";"6.11";"6m";"COc1ccc2nc(-c3ccc(N/C=C\C(=O)c4cc(OC)c(OC)c(OC)c4)c(C)c3)sc2c1";"IC50";"'='";"10030.0";"nM";"5.00";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4261839";"Antiproliferative activity against human MIAPaCa2 cells after 48 hrs by sulforhodamine B assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4261486";"1";"Scientific Literature";"MedChemComm";"2017";"CHEMBL3308500";""
"CHEMBL4292380";"";"0";"521.55";"2";"5.71";"5i";"COc1ccc(C(=O)/C=C\Nc2ccc(-c3nc4cc(OC)c(OC)c(OC)c4s3)cc2)cc1[N+](=O)[O-]";"IC50";"'='";"15900.0";"nM";"4.80";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4261839";"Antiproliferative activity against human MIAPaCa2 cells after 48 hrs by sulforhodamine B assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4261486";"1";"Scientific Literature";"MedChemComm";"2017";"CHEMBL3308500";""
"CHEMBL4060096";"";"0";"266.34";"0";"4.34";"16b";"CCCc1ccc(C2CC=CC(=O)O2)c2ccccc12";"IC50";"'='";"2620.0";"nM";"5.58";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4057054";"Antiproliferative activity against human MIAPaCa2 cells after 48 hrs in absence of type 1 collagen coated surface by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4052751";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"CHEMBL3308500";""
"CHEMBL1076746";"";"0";"260.30";"0";"4.49";"5a";"c1ccc(-c2nc(-c3c[nH]c4ccccc34)co2)cc1";"IC50";"'='";"112600.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1107816";"Cytotoxicity against human MIAPaCa2 cells after 48 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1154877";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"CHEMBL3308500";""
"CHEMBL4227884";"";"0";"657.59";"2";"2.94";"37";"CCc1c(F)c(=O)[nH]c(=O)n1[C@@H]1O[C@H](COP(=O)(N[C@@H](C)C(=O)OCc2ccccc2)Oc2cccc3ccccc23)[C@@H](O)[C@H]1O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4220264";"Cytotoxicity against human MIAPaCa2 cells after 72 hrs by MTS assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4219052";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"CHEMBL3308500";""
"CHEMBL4064202";"";"0";"677.54";"1";"4.97";"QD 340";"O=C(NCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccc(NC2=CC(=O)c3ncncc3C2=O)cc1.[Br-]";"IC50";"'='";"15300.0";"nM";"4.82";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4059085";"Cytotoxicity against human MIAPaCa2 cells assessed as decrease in cell proliferation after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4052826";"1";"Scientific Literature";"J Med Chem";"2018";"CHEMBL3308500";""
"CHEMBL4211746";"";"0";"269.26";"0";"1.88";"2";"COc1cc(O)cc2c1C(=O)c1cnc(C)cc1C2=O";"IC50";"'='";"980.0";"nM";"6.01";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4178216";"Cytotoxicity against human MIAPaCa2 cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4177531";"1";"Scientific Literature";"J Nat Prod";"2017";"CHEMBL3308500";""
"CHEMBL4228134";"";"0";"620.49";"2";"2.16";"30";"C[C@H](NP(=O)(OC[C@H]1O[C@@H](n2c(N=[N+]=[N-])c(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O)Oc1ccccc1)C(=O)OCc1ccccc1";"IC50";"'='";"22000.0";"nM";"4.66";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4220264";"Cytotoxicity against human MIAPaCa2 cells after 72 hrs by MTS assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4219052";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"CHEMBL3308500";""
"CHEMBL366469";"";"0";"399.45";"0";"2.92";"4i";"O=C(NCc1ccccc1)C(Cc1ccccc1)NC(=O)n1nnc2ccccc21";"IC50";"'>='";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL833254";"Inhibition of pancreatic carcinoma cell line (MiaPaCa-2) growth";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1141177";"1";"Scientific Literature";"J. Med. Chem.";"2005";"CHEMBL3308500";""
"CHEMBL4163906";"";"0";"493.69";"1";"7.11";"7";"CCOC(=O)N[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1";"IC50";"'='";"780.0";"nM";"6.11";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4133423";"Antiproliferative activity against human MIAPaCa2 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4130422";"1";"Scientific Literature";"Eur J Med Chem";"2017";"CHEMBL3308500";""
"CHEMBL4173153";"";"0";"563.61";"2";"6.34";"104";"C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](OC(=O)Cc5ccc(N(CCCl)CCCl)cc5)CC[C@@]43C)[C@@H]1CCC(=O)N2";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4153062";"Cytotoxicity against human MIAPaCa2 cells assessed as reduction in cell viability after 48 by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4152205";"1";"Scientific Literature";"Eur J Med Chem";"2018";"CHEMBL3308500";""
"CHEMBL4067890";"";"0";"265.22";"0";"1.48";"10";"C=C(COC(=O)c1ccc([N+](=O)[O-])cc1)C(=O)OC";"IC50";"'='";"24070.0";"nM";"4.62";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4004464";"Antiproliferative activity against human MIAPaCa2 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4002638";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3308500";""
"CHEMBL3126003";"";"0";"572.50";"2";"2.78";"6e";"C[C@H](NP(=O)(OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O)Oc1ccccc1)C(=O)OC1CCCCC1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3130393";"Cytostatic activity against human MIAPaCa2 cells after 72 hrs by MTS assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL3124861";"1";"Scientific Literature";"J. Med. Chem.";"2014";"CHEMBL3308500";""
"CHEMBL1164216";"";"0";"305.34";"0";"3.64";"6";"COc1ccc(OC)c(/C=C(\C#N)c2nc3ccccc3[nH]2)c1";"IC50";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1167502";"Cytotoxicity against human MIAPaCa2 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1165879";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"CHEMBL3308500";""
"CHEMBL3216784";"";"0";"502.46";"0";"4.20";"3c";"Cl.Cl.N=C(N)c1ccc2nc(-c3cncc(-c4nc5ccc(C(=N)N)cc5s4)c3)sc2c1";"IC50";"'='";"86700.0";"nM";"4.06";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2065827";"Antiproliferative activity against human MIAPaCa2 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL2062361";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2012";"CHEMBL3308500";""
"CHEMBL503034";"";"0";"184.16";"0";"-2.04";"3";"NCC(=O)Nc1c[nH]c(=O)[nH]c1=O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL977103";"Growth inhibition of human MIAPaCa2 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1138552";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2009";"CHEMBL3308500";""
"CHEMBL92041";"";"0";"500.43";"1";"3.64";"6";"O=C1O/C(=C\Cn2cc(C(F)(F)F)c(=O)[nH]c2=O)C(OCc2ccccc2)=C1OCc1ccccc1";"IC50";"'='";"30000.0";"nM";"4.52";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL714149";"The compound was tested for growth inhibitory activity against MiaPaCa2 tumor cell lines";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1132303";"1";"Scientific Literature";"J. Med. Chem.";"1999";"CHEMBL3308500";""
"CHEMBL391148";"";"0";"304.79";"0";"2.28";"2";"CC(C)NC(=N)c1ccc2[nH]c(-c3cnc[nH]3)nc2c1.Cl";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL894787";"Growth inhibition of human MiaPaCa2 cells by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1148692";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"CHEMBL3308500";""
"CHEMBL4171122";"";"0";"479.66";"1";"6.72";"6";"COC(=O)N[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1";"IC50";"'='";"580.0";"nM";"6.24";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4133423";"Antiproliferative activity against human MIAPaCa2 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4130422";"1";"Scientific Literature";"Eur J Med Chem";"2017";"CHEMBL3308500";""
"CHEMBL4294388";"";"0";"510.37";"1";"4.16";"3c";"O=C(O)c1cccc(NC(=S)NNc2nc3ccccc3c(=O)n2-c2ccc(Br)cc2)c1";"IC50";"'='";"200000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4262733";"Cytotoxicity against human MIAPaCa2 cells assessed as reduction in cell viability after 24 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4261533";"1";"Scientific Literature";"MedChemComm";"2017";"CHEMBL3308500";""
"CHEMBL4068007";"";"0";"550.85";"2";"8.84";"16h";"C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)C/C(=C\c6ccsc6)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4054804";"Cytotoxicity against human MIAPaCa2 cells assessed as reduction in cell viability after 48 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4052644";"1";"Scientific Literature";"Eur J Med Chem";"2017";"CHEMBL3308500";""
"CHEMBL3672295";"";"0";"364.47";"0";"4.49";"OTS514";"Cc1cc(O)c(-c2ccc([C@@H](C)CN)cc2)c2c1[nH]c(=O)c1sccc12";"IC50";"'='";"5.2";"nM";"8.28";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4261703";"Cytotoxicity against human MIAPaCa2 cells assessed as decrease in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4261482";"1";"Scientific Literature";"MedChemComm";"2017";"CHEMBL3308500";""
"CHEMBL228084";"";"0";"276.20";"0";"-0.71";"19";"C#Cc1cn(C/C=C2\OC(=O)C(O)=C2O)c(=O)[nH]c1=O";"IC50";"'='";"13000.0";"nM";"4.89";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL918253";"Antiproliferative activity against human MiaPaCa2 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1144557";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"CHEMBL3308500";""
"CHEMBL228213";"";"0";"328.28";"0";"0.97";"16";"O=C1O/C(=C\Cn2cc(-c3ccccc3)c(=O)[nH]c2=O)C(O)=C1O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL918253";"Antiproliferative activity against human MiaPaCa2 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1144557";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"CHEMBL3308500";""
"CHEMBL1910178";"";"0";"321.25";"0";"4.26";"3i";"O=C(O)c1cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2n1O";"IC50";"'='";"8900.0";"nM";"5.05";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1912874";"Antiproliferative activity against human MIAPaCa2 cells under normoxic condition after 48 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1909584";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2011";"CHEMBL3308500";""
"CHEMBL1910184";"";"0";"337.25";"0";"4.14";"3o";"O=C(O)c1cc2ccc(-c3cccc(OC(F)(F)F)c3)cc2n1O";"IC50";"'='";"5800.0";"nM";"5.24";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1912874";"Antiproliferative activity against human MIAPaCa2 cells under normoxic condition after 48 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1909584";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2011";"CHEMBL3308500";""
"CHEMBL395435";"";"0";"312.32";"0";"2.22";"27";"COC1=CC(=O)c2c(COc3ccccn3)c(C)n(C)c2C1=O";"IC50";"'='";"9579.0";"nM";"5.02";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL900147";"Cytotoxicity against human MIA PaCa2 cells after 4 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1138238";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3308500";""
"CHEMBL94277";"";"0";"311.34";"0";"2.82";"5";"COC1=CC(=O)c2c(c(COc3ccccc3)c(C)n2C)C1=O";"IC50";"'='";"1385.0";"nM";"5.86";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL900147";"Cytotoxicity against human MIA PaCa2 cells after 4 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1138238";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3308500";""
"CHEMBL393095";"";"0";"356.33";"0";"2.73";"6";"COC1=CC(=O)c2c(c(COc3cccc([N+](=O)[O-])c3)c(C)n2C)C1=O";"IC50";"'='";"352.0";"nM";"6.45";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL900147";"Cytotoxicity against human MIA PaCa2 cells after 4 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1138238";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3308500";""
