"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL3963352";"";"0";"441.54";"0";"4.35";"table2, ent 336";"CC(=O)NC[C@H]1C[C@@H](n2cc(-c3cccc(OCc4ccccc4)c3)c3c(N)ncnc32)C1";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"14.27";"0.26";"1.95";"6.63";"False";"CHEMBL3882755";"Inhibition of human IGF1R kinase domain (M954 to C1367 residues) un-phosphorylated apo-enzyme form expressed in baculovirus based expression system using poly-EY peptide incubated for 2 hrs by luciferase-luciferin coupled chemiluminescent assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3882726";"38";"Patent Bioactivity Data";"";"2008";"None";""
"CHEMBL1760034";"";"0";"403.44";"0";"4.54";"2";"COc1cc(Nc2ncnc(Nc3ccc4ccccc4c3)n2)cc(OC)c1OC";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"19.55";"0.36";"3.35";"8.72";"False";"CHEMBL1764522";"Inhibition of human IGF1R";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759866";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL1760035";"";"0";"403.44";"0";"4.54";"3";"COc1cc(Nc2nccc(Nc3cnc4ccccc4c3)n2)cc(OC)c1OC";"IC50";"'='";"2.5";"nM";"8.60";"";"";"UO_0000065";"21.32";"0.39";"4.06";"9.51";"False";"CHEMBL1764522";"Inhibition of human IGF1R";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759866";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL1256425";"";"0";"586.14";"2";"6.12";"M13";"CC(C)N1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Nc5nc6cccc(Cl)c6o5)cc4)c4c(N)ncnc43)CC2)CC1";"IC50";"'='";"45.1";"nM";"7.35";"";"";"UO_0000065";"12.53";"0.24";"1.23";"6.43";"False";"CHEMBL3047240";"Inhibition of Homo sapiens (human) recombinant C-terminal GST-tagged IGF1R expressed in baculovirus infected Sf21 cells by homogeneous time-resolved fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3046195";"1";"Scientific Literature";"Med Chem Res";"2012";"CHEMBL4106362";""
"CHEMBL1258118";"";"0";"545.05";"2";"5.43";"M12";"Nc1ncnc2c1c(-c1ccc(Nc3nc4cccc(Cl)c4o3)cc1)nn2[C@H]1CC[C@H](N2CCOCC2)CC1";"IC50";"'='";"42.0";"nM";"7.38";"";"";"UO_0000065";"13.53";"0.26";"1.95";"6.14";"False";"CHEMBL3047240";"Inhibition of Homo sapiens (human) recombinant C-terminal GST-tagged IGF1R expressed in baculovirus infected Sf21 cells by homogeneous time-resolved fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3046195";"1";"Scientific Literature";"Med Chem Res";"2012";"CHEMBL4106362";""
"CHEMBL1256417";"";"0";"569.69";"2";"5.45";"M1";"Cc1cc(C)c2oc(Nc3ccc(-c4nn([C@H]5CC[C@@H](N6CCN(C)CC6)CC5)c5ncnc(N)c45)cc3F)nc2c1";"IC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"11.93";"0.22";"1.35";"5.95";"False";"CHEMBL3047240";"Inhibition of Homo sapiens (human) recombinant C-terminal GST-tagged IGF1R expressed in baculovirus infected Sf21 cells by homogeneous time-resolved fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3046195";"1";"Scientific Literature";"Med Chem Res";"2012";"CHEMBL4106362";""
"CHEMBL3786558";"";"0";"434.54";"0";"4.10";"13";"CC12CCC(COc3cccc(-c4cn([C@H]5C[C@@H](CO)C5)c5ncnc(N)c45)c3)(CC1)O2";"IC50";"'='";"47.0";"nM";"7.33";"";"";"UO_0000065";"16.86";"0.31";"3.23";"7.68";"False";"CHEMBL3789672";"Inhibition of IGF-1 receptor (unknown origin) in presence of [gamma33P]ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3785066";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"None";""
"CHEMBL1809064";"";"0";"542.07";"1";"3.36";"21";"COc1cc(N2CCN(CCS(C)(=O)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1";"IC50";"'='";"35.0";"nM";"7.46";"";"";"UO_0000065";"13.75";"0.28";"4.10";"7.10";"False";"CHEMBL1810387";"Inhibition of auto-phosphorylation of IGFR1 by cell based assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1806498";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL3957736";"";"0";"779.84";"2";"7.44";"194";"COc1cc(N2CCC(N3CCN(CCF)CC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3cc(F)ccn23)n1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3883019";"Inhibition of IGF1-induced human IGF1R autophosphorylation expressed in mouse NIH-3T3 cells preincubated for 2 hrs followed by IGF-1 induction measured after 15 mins by DELFIA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3882727";"38";"Patent Bioactivity Data";"";"2008";"CHEMBL3307716";""
"CHEMBL2088096";"";"0";"435.49";"0";"3.65";"9";"COc1cc(CCc2cc(Nc3ccnc(NCc4cc(C)no4)n3)n[nH]2)cc(OC)c1";"IC50";"'='";"6309.57";"nM";"5.20";"";"";"UO_0000065";"11.94";"0.22";"1.55";"4.23";"False";"CHEMBL2090014";"Inhibition of recombinant N terminal His6-tagged human IGF1R (959 to end) expressed in baculovirus infected Sf21 cells after 80 mins by caliper mobility shift assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2086247";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL4106362";""
"CHEMBL1256423";"";"0";"572.12";"2";"5.65";"M9g";"Cc1cc(Cl)c2oc(Nc3ccc(-c4nn([C@H]5CC[C@@H](N6CCN(C)CC6)CC5)c5ncnc(N)c45)cc3)nc2c1";"IC50";"'='";"348.0";"nM";"6.46";"";"";"UO_0000065";"11.29";"0.22";"0.81";"5.66";"False";"CHEMBL3047240";"Inhibition of Homo sapiens (human) recombinant C-terminal GST-tagged IGF1R expressed in baculovirus infected Sf21 cells by homogeneous time-resolved fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3046195";"1";"Scientific Literature";"Med Chem Res";"2012";"CHEMBL4106362";""
"CHEMBL3984698";"";"0";"772.90";"2";"8.90";"56";"CCOc1ccc(-c2nc3ccccn3c2-c2ccnc(Nc3ccc(N4CCC(N5CCCCC5)CC4)c(C)c3OC)n2)cc1C(=O)Nc1c(F)cccc1F";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"9.06";"0.17";"-1.90";"6.41";"False";"CHEMBL3883019";"Inhibition of IGF1-induced human IGF1R autophosphorylation expressed in mouse NIH-3T3 cells preincubated for 2 hrs followed by IGF-1 induction measured after 15 mins by DELFIA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3882727";"38";"Patent Bioactivity Data";"";"2008";"CHEMBL3307716";""
"CHEMBL3951885";"";"0";"795.91";"3";"8.10";"229";"CCOc1ccc(-c2nc3ccccn3c2-c2ccnc(Nc3cc(C)c(N4CCC(CCS(C)(=O)=O)CC4)cc3OC)n2)cc1C(=O)Nc1c(F)cccc1F";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3883019";"Inhibition of IGF1-induced human IGF1R autophosphorylation expressed in mouse NIH-3T3 cells preincubated for 2 hrs followed by IGF-1 induction measured after 15 mins by DELFIA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3882727";"38";"Patent Bioactivity Data";"";"2008";"CHEMBL3307716";""
"CHEMBL3974124";"";"0";"674.76";"2";"7.27";"173";"CCCN1CCN(c2ccc(Nc3nccc(-c4c(-c5cccc(C(=O)Nc6c(F)cccc6F)c5)nc5ccccn45)n3)c(OC)c2)CC1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3883019";"Inhibition of IGF1-induced human IGF1R autophosphorylation expressed in mouse NIH-3T3 cells preincubated for 2 hrs followed by IGF-1 induction measured after 15 mins by DELFIA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3882727";"38";"Patent Bioactivity Data";"";"2008";"CHEMBL3307716";""
"CHEMBL3976571";"";"0";"704.78";"2";"7.28";"174";"CCCN1CCN(c2ccc(Nc3nccc(-c4c(-c5ccc(OC)c(C(=O)Nc6c(F)cccc6F)c5)nc5ccccn45)n3)c(OC)c2)CC1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3883019";"Inhibition of IGF1-induced human IGF1R autophosphorylation expressed in mouse NIH-3T3 cells preincubated for 2 hrs followed by IGF-1 induction measured after 15 mins by DELFIA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3882727";"38";"Patent Bioactivity Data";"";"2008";"CHEMBL3307716";""
"CHEMBL3951713";"";"0";"385.27";"0";"4.64";"table2, ent 86";"Cc1ccccc1Nc1ncc(Br)c(Nc2cc(C3CC3)[nH]n2)n1";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"18.95";"0.42";"2.66";"9.30";"False";"CHEMBL3882755";"Inhibition of human IGF1R kinase domain (M954 to C1367 residues) un-phosphorylated apo-enzyme form expressed in baculovirus based expression system using poly-EY peptide incubated for 2 hrs by luciferase-luciferin coupled chemiluminescent assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3882726";"38";"Patent Bioactivity Data";"";"2008";"None";""
"CHEMBL3965216";"";"0";"401.27";"0";"4.34";"table2, ent 102";"COc1ccccc1Nc1ncc(Br)c(Nc2cc(C3CC3)n[nH]2)n1";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"15.70";"0.34";"1.96";"7.18";"False";"CHEMBL3882755";"Inhibition of human IGF1R kinase domain (M954 to C1367 residues) un-phosphorylated apo-enzyme form expressed in baculovirus based expression system using poly-EY peptide incubated for 2 hrs by luciferase-luciferin coupled chemiluminescent assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3882726";"38";"Patent Bioactivity Data";"";"2008";"None";""
"CHEMBL3902796";"";"0";"865.02";"3";"8.26";"103";"CCOc1ccc(-c2nc3ccccn3c2-c2ccnc(Nc3ccc(N4CCC(N5CCC(CCS(C)(=O)=O)CC5)CC4)cc3OC)n2)cc1C(=O)Nc1c(F)cccc1F";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3883019";"Inhibition of IGF1-induced human IGF1R autophosphorylation expressed in mouse NIH-3T3 cells preincubated for 2 hrs followed by IGF-1 induction measured after 15 mins by DELFIA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3882727";"38";"Patent Bioactivity Data";"";"2008";"CHEMBL3307716";""
"CHEMBL3899043";"";"0";"775.88";"2";"7.61";"113";"COc1cc(N2CCC(N3CCN(CCF)CC3)CC2)c(C)cc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3883019";"Inhibition of IGF1-induced human IGF1R autophosphorylation expressed in mouse NIH-3T3 cells preincubated for 2 hrs followed by IGF-1 induction measured after 15 mins by DELFIA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3882727";"38";"Patent Bioactivity Data";"";"2008";"CHEMBL3307716";""
"CHEMBL1796173";"";"0";"358.19";"0";"3.26";"2c";"O=C(NNc1ccc(Br)cc1)C(=O)c1c[nH]c2ccccc12";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1798373";"Inhibition of IGF-1R assessed as incorporation of p33 using [gammaP33]-ATP by microplate scintillation counting";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1795330";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2011";"None";""
"CHEMBL1809057";"";"0";"425.88";"0";"3.27";"14";"COc1cc(C(CO)CO)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"18.19";"0.35";"4.47";"7.39";"False";"CHEMBL1810386";"Inhibition of auto-phosphorylation of IGFR1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1806498";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL2086760";"";"0";"447.97";"0";"4.87";"8h, (E/Z)-mixture";"CCN1CCC(Nc2ccc3c(c2)C(=C(c2ccc(Cl)cc2)c2ncc[nH]2)C(=O)N3)CC1";"IC50";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"12.43";"0.24";"0.70";"7.62";"False";"CHEMBL2091830";"Inhibition of IGF1R";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2086224";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL1256420";"";"0";"581.68";"2";"4.48";"M9c";"COC(=O)c1cccc2nc(Nc3ccc(-c4nn([C@H]5CC[C@@H](N6CCN(C)CC6)CC5)c5ncnc(N)c45)cc3)oc12";"IC50";"'='";"179.0";"nM";"6.75";"";"";"UO_0000065";"11.60";"0.21";"2.27";"4.80";"False";"CHEMBL3047240";"Inhibition of Homo sapiens (human) recombinant C-terminal GST-tagged IGF1R expressed in baculovirus infected Sf21 cells by homogeneous time-resolved fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3046195";"1";"Scientific Literature";"Med Chem Res";"2012";"CHEMBL4106362";""
"CHEMBL1090364";"";"0";"557.68";"2";"6.09";"30";"O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc4c(c3)CCNC4)n2)c1";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"12.09";"0.22";"0.65";"7.01";"False";"CHEMBL1108834";"Inhibition of IGF1R intracellular phosphorylation in human A431 cells by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A-431";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156213";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3307523";""
"CHEMBL1256420";"";"0";"581.68";"2";"4.48";"M9c";"COC(=O)c1cccc2nc(Nc3ccc(-c4nn([C@H]5CC[C@@H](N6CCN(C)CC6)CC5)c5ncnc(N)c45)cc3)oc12";"IC50";"'='";"177.83";"nM";"6.75";"";"";"UO_0000065";"11.60";"0.21";"2.27";"4.81";"False";"CHEMBL3047240";"Inhibition of Homo sapiens (human) recombinant C-terminal GST-tagged IGF1R expressed in baculovirus infected Sf21 cells by homogeneous time-resolved fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3046195";"1";"Scientific Literature";"Med Chem Res";"2012";"CHEMBL4106362";""
"CHEMBL1256419";"";"0";"548.66";"2";"4.56";"M9b";"CN1CCN([C@H]2CC[C@@H](n3nc(-c4ccc(Nc5nc6cccc(C#N)c6o5)cc4)c4c(N)ncnc43)CC2)CC1";"IC50";"'='";"112.2";"nM";"6.95";"";"";"UO_0000065";"12.67";"0.23";"2.39";"5.04";"False";"CHEMBL3047240";"Inhibition of Homo sapiens (human) recombinant C-terminal GST-tagged IGF1R expressed in baculovirus infected Sf21 cells by homogeneous time-resolved fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3046195";"1";"Scientific Literature";"Med Chem Res";"2012";"CHEMBL4106362";""
"CHEMBL1983268";"ENTRECTINIB";"4";"560.65";"2";"5.03";"BDBM158154";"CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1";"IC50";"'='";"263.0";"nM";"6.58";"";"300519";"UO_0000065";"11.74";"0.22";"1.55";"7.69";"True";"CHEMBL3705429";"Biochemical Assay: The inhibitory activity of putative kinase inhibitors and the potency of selected compounds were determined using a trans-phosphorylation assay.A specific substrate was incubated with the kinase in appropriate buffer conditions in the presence of ATP traced with .sup.33P-.gamma.-ATP (gamma phosphate-labeled, Redivue.TM. Code Number AH9968, 1000-3000 Ci/mmole, Amersham Biosciences Piscataway, N.J., USA), optimal cofactors and test compound.At the end of the phosphorylation reaction, more than 98% cold and radioactive ATP were captured by an excess of Dowex ion exchange resin. The resin was allowed to settle to the bottom of reaction wells by gravity. Supernatant, containing substrate peptide, was subsequently withdrawn and transferred into a counting plate, and radioactivity (corresponding to phosphate incorporated into peptide) was evaluated by .beta.-counting. Assay Conditions:The kinase assay was run with a final enzyme concentration of 6 nM, in the presence of 6 microM ATP, 1 nM .";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638444";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3787436";"";"0";"513.64";"1";"3.39";"30";"Nc1ncnc2c1c(-c1cc(OC[C@@H]3CCCO3)ccc1F)cn2[C@H]1C[C@@H](CN2CC[S+]([O-])CC2)C1";"IC50";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"15.29";"0.30";"4.46";"8.22";"False";"CHEMBL3789673";"Inhibition of full length IGF-1 receptor (unknown origin) autophosphorylation transfected in HEK293 cells pretreated for 60 mins followed by IGF-1 stimulation measured after 10 mins by quantitative Western blot analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3785066";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"CHEMBL3307715";""
"CHEMBL3949909";"";"0";"809.94";"3";"8.49";"217";"CCOc1cc(N2CCC(CCS(C)(=O)=O)CC2)c(C)cc1Nc1nccc(-c2c(-c3ccc(OCC)c(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"7.41";"0.14";"-2.49";"4.28";"False";"CHEMBL3882757";"Inhibition of human GST-rTEV-tagged IGF1R (957 to 1367 residues) expressed in baculovirus infected insect Sf9 cells assessed as decrease in biotin-aminohexyl-AEEEEYMMMMAKKKK-NH2 phosphorylation after 1 hr by fluorometer";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3882727";"38";"Patent Bioactivity Data";"";"2008";"CHEMBL3308860";""
"CHEMBL3984843";"";"0";"760.85";"3";"7.18";"84";"COc1cc(N2CCC(N3CCC[C@H](O)C3)CC2)ccc1Nc1nccc(-c2c(-c3ccc(OC)c(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3882757";"Inhibition of human GST-rTEV-tagged IGF1R (957 to 1367 residues) expressed in baculovirus infected insect Sf9 cells assessed as decrease in biotin-aminohexyl-AEEEEYMMMMAKKKK-NH2 phosphorylation after 1 hr by fluorometer";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3882727";"38";"Patent Bioactivity Data";"";"2008";"CHEMBL3308860";""
"CHEMBL3942675";"";"0";"527.63";"1";"4.30";"table2, ent 531";"O=C(NCCN1CCCCC1)c1cc(Nc2cc(C3CC3)[nH]n2)nc(NCc2cc(-c3ccccc3)no2)n1";"IC50";"'<'";"50.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3882756";"Inhibition of human IGF1R kinase domain (M954 to C1367 residues) tri-phosphorylated enzyme form expressed in baculovirus based expression system using poly-EY peptide incubated for 2 hrs by luciferase-luciferin coupled chemiluminescent assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3882726";"38";"Patent Bioactivity Data";"";"2008";"None";""
"CHEMBL3927102";"";"0";"365.62";"0";"4.10";"table2, ent 192";"Clc1ccccc1Nc1ncc(Br)c(Nc2cc[nH]n2)n1";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"17.23";"0.41";"2.20";"8.02";"False";"CHEMBL3882756";"Inhibition of human IGF1R kinase domain (M954 to C1367 residues) tri-phosphorylated enzyme form expressed in baculovirus based expression system using poly-EY peptide incubated for 2 hrs by luciferase-luciferin coupled chemiluminescent assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3882726";"38";"Patent Bioactivity Data";"";"2008";"None";""
"CHEMBL3919388";"";"0";"434.55";"0";"3.64";"table2, ent 184";"CCN(CC)CCNC(=O)c1ccc(Nc2nccc(Nc3cc(C4CC4)n[nH]3)n2)cc1";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"14.50";"0.27";"2.66";"5.68";"False";"CHEMBL3882755";"Inhibition of human IGF1R kinase domain (M954 to C1367 residues) un-phosphorylated apo-enzyme form expressed in baculovirus based expression system using poly-EY peptide incubated for 2 hrs by luciferase-luciferin coupled chemiluminescent assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3882726";"38";"Patent Bioactivity Data";"";"2008";"None";""
"CHEMBL3895926";"";"0";"419.53";"0";"3.75";"table2, ent 556";"Cc1cc(Nc2cc(C3CC3)n[nH]2)nc(Nc2ccc(CCN3CCOCC3)cc2)n1";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"15.02";"0.28";"2.55";"6.92";"False";"CHEMBL3882756";"Inhibition of human IGF1R kinase domain (M954 to C1367 residues) tri-phosphorylated enzyme form expressed in baculovirus based expression system using poly-EY peptide incubated for 2 hrs by luciferase-luciferin coupled chemiluminescent assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1957";"Insulin-like growth factor I receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3882726";"38";"Patent Bioactivity Data";"";"2008";"None";""
